Timestamp;Judge;Session;Team;Category;Total_Score;1. Business Description_Score;2. Customer Discovery_Score;3. Product/Technology Validation_Score;4. Go-To-Market Tactics / Sales Model_Score;5. Finances and Funding_Score;6. Legal_Score;7. Team_Score;8. Sustainability_Score;9. Presentation_Score;1. Business Description_Feedback;2. Customer Discovery_Feedback;3. Product/Technology Validation_Feedback;4. Go-To-Market Tactics / Sales Model_Feedback;5. Finances and Funding_Feedback;6. Legal_Feedback;7. Team_Feedback;8. Sustainability_Feedback;9. Presentation_Feedback
24-12-2025 07:09;Mehmet Berktay Akyüz;3. Yeşil Binalar+Ulaşım+Su Verimliliği Oturumu;Ertech-Çıbık;Presentation Scoring;22;3;2;3;2;2;3;1;3;3;They provide general information regarding their product;For now they have not started selling their product. Yet they have PoC agreements with well known primary / high schools ;They claim to have a working prototype;Currently they focus on selling the product by themselves mostly to the schools. They should have a channel partner to suceed in that aim.;Funding of this project will become hard in the future. They should be able to identify potential financing institutions to have a relevant level of working capital.;ok;The team seems to lack of corporate expertise. This may have a negative impact at the scaling process of the firm.;ok;ok
24-12-2025 07:17;Sevgi deniz Akdemir;3. Yeşil Binalar+Ulaşım+Su Verimliliği Oturumu;Ertech-Çıbık;Presentation Scoring;29;3;3;4;3;3;3;3;4;3;Ogrenci projesi;Pazar ihtiyaci dogrulanmis;Teknoloji prototip asamasinda;Daha detayli pazar stratejisi calisilmali;Finansal ongoru ihtiyaci var;Ok;Takim uyumlu;Sürdürülebilirlik odaklı;Basarili
24-12-2025 07:22;Alper Serdar ANLI;3. Yeşil Binalar+Ulaşım+Su Verimliliği Oturumu;Ertech-Çıbık;Presentation Scoring;30;4;4;3;3;3;4;3;3;3;Good business case;Well-defined pain point;Tech validated;Go-to-market is clear;Finance projections OK;Legal is defensible;Team is connections;Impact is visible;Clear presentation
24-12-2025 07:24;Özkan Özkara;3. Yeşil Binalar+Ulaşım+Su Verimliliği Oturumu;Ertech-Çıbık;Presentation Scoring;28;3;3;3;3;3;3;4;3;3;Geliştirilebilir;Hedef kitle belirlenmiş;Prototip çalışıyor;Strateji iyi;Gelir modeli netleşmeli;Sorun yok;Yetkin takım;Çevresel etki var;Akıcı
24-12-2025 07:42;Tuğçe Öztürk;3. Yeşil Binalar+Ulaşım+Su Verimliliği Oturumu;Ertech-Çıbık;Presentation Scoring;27;3;3;3;3;3;3;3;3;3;;;;;;;;;
24-12-2025 08:31;Özkan Özkara;3. Yeşil Binalar+Ulaşım+Su Verimliliği Oturumu;FURKHASA R&D;Presentation Scoring;33;3;3;4;4;4;4;4;3;4;Professional pitch;Significant market need;Strong technical validation;Excellent partnerships;Realistic roadmap;No IP issues;Complete team;High impact;Fluent presentation
24-12-2025 08:33;Alper Serdar ANLI;3. Yeşil Binalar+Ulaşım+Su Verimliliği Oturumu;FURKHASA R&D;Presentation Scoring;33;4;4;4;3;3;4;4;3;4;;;;;;;;;
24-12-2025 08:35;Mehmet Berktay Akyüz;3. Yeşil Binalar+Ulaşım+Su Verimliliği Oturumu;FURKHASA R&D;Presentation Scoring;34;4;4;3;4;3;4;4;4;4;;;;;;;;;
24-12-2025 08:42;Sevgi deniz Akdemir;3. Yeşil Binalar+Ulaşım+Su Verimliliği Oturumu;FURKHASA R&D;Presentation Scoring;31;3;3;3;3;4;4;4;3;4;;;;;;;;;
24-12-2025 09:12;Tuğçe Öztürk;3. Yeşil Binalar+Ulaşım+Su Verimliliği Oturumu;Robeff Teknoloji;Presentation Scoring;33;4;4;4;3;3;4;4;3;4;;;;;;;;;
24-12-2025 09:15;Alper Serdar ANLI;3. Yeşil Binalar+Ulaşım+Su Verimliliği Oturumu;Robeff Teknoloji;Presentation Scoring;34;4;4;4;4;3;4;4;3;4;;;;;;;;;
24-12-2025 09:18;Mehmet Berktay Akyüz;3. Yeşil Binalar+Ulaşım+Su Verimliliği Oturumu;Robeff Teknoloji;Presentation Scoring;32;4;3;4;3;3;4;4;3;4;;;;;;;;;
24-12-2025 09:25;Özkan Özkara;3. Yeşil Binalar+Ulaşım+Su Verimliliği Oturumu;Robeff Teknoloji;Presentation Scoring;33;4;4;3;3;3;4;4;4;4;;;;;;;;;
24-12-2025 09:35;Sevgi deniz Akdemir;3. Yeşil Binalar+Ulaşım+Su Verimliliği Oturumu;Ardas Tech;Presentation Scoring;19;2;2;2;2;2;2;2;3;2;;;;;;;;;
24-12-2025 09:38;Alper Serdar ANLI;3. Yeşil Binalar+Ulaşım+Su Verimliliği Oturumu;Ardas Tech;Presentation Scoring;22;2;3;2;2;2;2;3;3;3;;;;;;;;;
24-12-2025 09:42;Tuğçe Öztürk;3. Yeşil Binalar+Ulaşım+Su Verimliliği Oturumu;Ardas Tech;Presentation Scoring;20;2;2;2;2;2;2;2;3;3;;;;;;;;;
24-12-2025 09:44;Mehmet Berktay Akyüz;3. Yeşil Binalar+Ulaşım+Su Verimliliği Oturumu;Ardas Tech;Presentation Scoring;24;3;3;2;3;2;3;2;3;3;The product aims to reduce costs;Business model is not clarified;They claim they will be subiect to legal considerations;Academic team;Product has potential to reduce water consumption;Preparation needed;;;
24-12-2025 09:45;Özkan Özkara;3. Yeşil Binalar+Ulaşım+Su Verimliliği Oturumu;Ardas Tech;Presentation Scoring;23;3;2;3;2;2;2;3;3;3;;;;;;;;;
24-12-2025 10:05;Sevgi Deniz akdemir;3. Yeşil Binalar+Ulaşım+Su Verimliliği Oturumu;Lentify;Presentation Scoring;24;3;3;2;3;3;3;3;1;3;;;;;;;;;
24-12-2025 10:06;Özkan Özkara;3. Yeşil Binalar+Ulaşım+Su Verimliliği Oturumu;Lentify;Presentation Scoring;25;3;2;3;2;3;2;3;3;4;Infrastructure needs improvement;No sector relationship;Importance of vertical agriculture;No tactics;;;;;
24-12-2025 10:11;Alper Serdar ANLI;3. Yeşil Binalar+Ulaşım+Su Verimliliği Oturumu;Lentify;Presentation Scoring;32;4;4;3;3;3;3;5;3;4;;;;;;;;;
24-12-2025 10:12;Tuğçe Öztürk;3. Yeşil Binalar+Ulaşım+Su Verimliliği Oturumu;Lentify;Presentation Scoring;25;3;3;3;3;3;3;3;1;3;;;;;;;;;
24-12-2025 10:15;Mehmet Berktay Akyüz;3. Yeşil Binalar+Ulaşım+Su Verimliliği Oturumu;Lentify;Presentation Scoring;27;3;3;3;3;3;3;3;3;3;;;;;;;;;
,Timestamp,Judge,Session,Team,Category,Total_Score,1. Business Description_Score,2. Customer Discovery_Score,3. Product/Technology Validation_Score,4. Go-To-Market Tactics / Sales Model_Score,5. Finances and Funding_Score,6. Legal_Score,7. Team_Score,8. Sustainability_Score,9. Presentation_Score,1. Business Description_Feedback,2. Customer Discovery_Feedback,3. Product/Technology Validation_Feedback,4. Go-To-Market Tactics / Sales Model_Feedback,5. Finances and Funding_Feedback,6. Legal_Feedback,7. Team_Feedback,8. Sustainability_Feedback,9. Presentation_Feedback
13,22-12-2025 09:04,Nursev Erdogan,1. İleri Malzemeler ve Kimyasallar Oturumu,MicroExTech,Presentation Scoring,29,4,3,4,3,3,4,3,1,4,Farklı alanlardaki çeşitli işbirlikleri ile birlikte yapının fonksiyonel özelliklerine hakimdirler. Fakat örneğin malzeme mühendisliğindeki paydaşın şirket ilişkisinin netleştirilmesi gerekir.,Olası müşteriler ile çeşitli görüşmeler yapılmış olup problem tanımı alınmıştır. Fakat henüz ticari yol haritası ve müşteriler ile anlaşma yapılmamıştır.,Lab seviyesinde validasyon tekrarlanabilirlik de dahil yapılmıştır. Rekabet avantajı sunan özellikler belirlenmiştir. Prototip seviyesi yol haritası ve kara geçecek skala konusunda belirsizlik vardır.,Müşteriler ile görüşmeler yapılmaktadır. Ancak satış modeli üzerine yeterince planlama yapılmamıştır. Dünyaca bilinen markalar ile görüşme yapılıp ürünlerin kullanımı sağlanmalıdır. ,Finansal kaynak yaratmak için fon başvuruları planlanmaktadır. Müşteri görüşmeleri ve satış aşaması hızlandırılabilir.,Patent başvurusu yapılacaktır. Makale gönderilmesi ve bu sebeple teknolojini açılması bu başvurular için acele edilmesi gerektiğini gösterir. ,Takım akademik olarak kuvvetli olup finansal ve yönetimsel danışmanlık ihtiyacı vardır. ,,Sunum açıklayıcıdır. Prototip getirilmesi konunun net anlaşılmasını sağlamıştır. İş modeli açıklama konusunda biraz daha fazla hazırlık yapılabilir. 
14,22-12-2025 09:06,Selim L. Sanin,1. İleri Malzemeler ve Kimyasallar Oturumu,MicroExTech,Presentation Scoring,29,3,2,4,3,3,4,5,1,4,Farklı pazarlama yaklaşımları muhakkak geliştirilmeli. Sadece satış ile kendini finanse eden bir sistem gelişmeyebilir. ,Müşteri profilleri belirgin o nedenle bu gruplarla doğrudan iletişime geçilmeliydi. ,Hassasiyet ve doğruluk vb. Kalite verler  güçlü pazarlama yaklaşımı olarak kullanılmalı. ,,,,,,
15,22-12-2025 09:33,Alper SASMAZ,1. İleri Malzemeler ve Kimyasallar Oturumu,HELIOS BİLİM VE TEKNOLOJİ,Presentation Scoring,41,4,5,5,5,4,4,4,5,5,,,,,,,,,
16,22-12-2025 09:45,Nursev Erdogan,1. İleri Malzemeler ve Kimyasallar Oturumu,HELIOS BİLİM VE TEKNOLOJİ,Presentation Scoring,38,5,4,4,5,3,4,5,3,5,,Sektör ihtiyaçları belirlenmiştir. Olası müşteriler ile anlaşmalar yapılmıştır. Yol haritası gereği tesis kurulum da dikkate alınarak kara geçiş planları detaylandırılmalıdır. ,Kullanılan kimyasalın CAS numarası vardır. Yapının içerisindeki malzemeler ile oynanabilmektedir. Mevcut duruma göre oldukça artacak olan skala büyütme aşaması için hazırlıklı olmaları gerekliliği değerlendirilmektedir. ,Sırf müşteriler değil rakipler ile de iletişimde olunduğu belirtilmiştir. Müşteri ihtiyaçları dikkate alınarak ilerlenmektedir. ,Finansal fonlama hususunda Ar-Ge projelerinden destek alınmaktadır. Satışa odaklanmaları daha olumlu olabilir. ,Malzeme üretim yöntemleri patentlenmektedir. Malzeme direk patenti alınmamaktadır. Bununla alakalı daha derin araştırma yapılabilir.,,,
17,22-12-2025 09:46,Kıvılcım Çaylı,1. İleri Malzemeler ve Kimyasallar Oturumu,HELIOS BİLİM VE TEKNOLOJİ,Presentation Scoring,33,4,4,4,3,3,5,3,3,4,iş modeli çalışır ,"müşteri ve kullanıcı faaliyeti başlamış, ücretli siparişe odaklanılmalı","rekabet zor olabil,r, teknolojik moat çok belirgin değil ama pazar büyük",çok net değil,"ilk yatırım tutarı beklentisi yüksek ve nereye harcanacağı açık değil, değerleme karşılık bulmayabilir.",Hukuk kısmı ve patent mevzuatı iyi çalışılmış. Gereksiz maliyetten de kaçınılmış.,business tarafı kuvvetlenmeli,çevresel olarak önemli etki potansiyeli var,"teknolojinin bir hikayesi var, sunumda problem yok."
18,22-12-2025 09:47,Yunus Duruk,1. İleri Malzemeler ve Kimyasallar Oturumu,HELIOS BİLİM VE TEKNOLOJİ,Presentation Scoring,39,5,5,4,4,5,5,5,1,5,,,,,,,,1 ve 3 yıllık projeksiyonların tamamlanmadığı gözlemlenmiştir. Planlanan endüstriyel senaryoya ulaşılabilirse 3 veya 5 puan olabilir. Doğrudan GCIP proje kapsamına uygun.,
19,22-12-2025 09:49,Selim L. Sanin,1. İleri Malzemeler ve Kimyasallar Oturumu,HELIOS BİLİM VE TEKNOLOJİ,Presentation Scoring,31,2,3,4,3,3,4,4,5,3,Gelecek vaad eden bir sektör ancak iş modeli hakkında açıklayıcılık sınırl oldu. ,TÇMB ile ileyim önemli,Laboratuvar ölçekli aşamada gelişmeye ihtiyaç var. QA/QC çalışmasının eksikliği bir dez avantaj. ,Planlama geliştirlmeli. ,Yüksek yatırım ihtiyacı ve kalite doğrulama vakit alabilir ,,Mühendislik boyutu eklenmeli,,
20,22-12-2025 10:09,Alper SASMAZ,1. İleri Malzemeler ve Kimyasallar Oturumu,Umayana,Presentation Scoring,41,5,5,5,5,4,5,5,3,4,,,,,,,,,
21,22-12-2025 10:20,Nursev Erdogan,1. İleri Malzemeler ve Kimyasallar Oturumu,Umayana,Presentation Scoring,41,5,4,5,4,5,5,5,3,5,,Müşteri görüşmeleri henüz devam etmektedir. Özellikle yurt dışı müşteriye ulaşma konusunda yurt dışı üetimleri gibi farklı stratejiler değerlendirilmektedir. ,,Yurt dışı müşteriye ulaşma konusunda farklı stratejiler değerlendirilmektedir. ,,,,,
22,22-12-2025 10:20,Selim L. Sanin,1. İleri Malzemeler ve Kimyasallar Oturumu,Umayana,Presentation Scoring,36,4,3,5,5,4,4,5,1,5,,Pazar araştırması genel kullanım amaçlı. Nich market değerledirilmeli. ,,,,,,Daha dikkatli bir değerlendirme gerekir. Değerler yüksek hesaplanmış olabilir. Bir LCA yazılımı uygun olur ,
23,22-12-2025 10:22,Yunus Duruk,1. İleri Malzemeler ve Kimyasallar Oturumu,Umayana,Presentation Scoring,40,5,5,5,5,4,5,5,1,5,,,,,,,,Rakip petrol bazlı ürünlerin kullanılmaması sonucu karbon azaltımı hedefleniyor.  Ödevde 2028 yılı için 6 yazılmış fakat 2028'de 475.500 hasta hedefi doğrultusunda 951 tCO2e azaltım hedefleniyor.,
24,22-12-2025 10:23,Kıvılcım Çaylı,1. İleri Malzemeler ve Kimyasallar Oturumu,Umayana,Presentation Scoring,33,5,5,4,4,3,4,4,0,4,"iş modeli ve ürün oturmuş, önemli bir pazar","müşteri de değer önerisi belli, dağıtım kanalı kurulmuş",pom ve poc var ama rekabet de yoğun,"dağırtım kanalı var, direkt satış kanalı da düşünülmeli",sağlık alanında finansal eşik yüksektir,bu aşamada bir sıkıntı görünmüyor,profesyonel üyeler tam zamanlı mı?,"çevresel etkisi yok, insani etkisi yüksek",bir sıkıntı görünmüyor
25,22-12-2025 11:17,Alper SASMAZ,1. İleri Malzemeler ve Kimyasallar Oturumu,Chitolastic,Presentation Scoring,31,4,3,3,3,3,3,5,3,4,,,,,,,,,
26,22-12-2025 11:19,Kıvılcım Çaylı,1. İleri Malzemeler ve Kimyasallar Oturumu,Chitolastic,Presentation Scoring,27,4,4,3,3,3,3,3,1,3,çalışabilir bir iş modeli ama chitosanın medical grade kullanımına yönelmeleri faydalı olur,müşteri teması ve farkındalığı var,prototip var ama rekabet avantajı pek görünmüyor,,finansman fabrika ve altyapı olacağı için yatırımcı açısından cazip olmayabilir,,,,sunumu okumadan yapabilmeli
27,22-12-2025 11:20,Yunus Duruk,1. İleri Malzemeler ve Kimyasallar Oturumu,Chitolastic,Presentation Scoring,37,5,4,5,4,4,4,5,1,5,,,,,,,,,
